Color,Description,MinPrice,StyleNumber,ReviewNumber,MaxPrice,Name,Bullets,ImageUrl,Gender,Clothing,Brand,Size,Sport,AverageRating,Url
Black,,89.00,502851,23,89.00,24/7 Funnel Neck Sweatshirt,"Organic Cotton/Polyester/Cotton ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Organic cotton fleece is amazingly soft on the skin and perfect for winter layeringFAVE: Side slits for extra mobility and styling #502851",https://athleta.gap.com/webcontent/0017/519/429/cn17519429.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,3.8,https://athleta.gap.com/browse/product.do?pid=502851022&cid=1023334&pcid=1006482&vid=1&grid=pds_114_198_1
Putty,,148.00,486255,1,148.00,Tenacity Duster,"Organic Cotton/Polyester ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from the ring and studio workoutsFEEL: Soft, comfortable fabricFAVE: Easy-access pockets with hidden phone pocket inside #486255",https://athleta.gap.com/webcontent/0017/697/632/cn17697632.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486255012&cid=1063661&pcid=1006482&vid=1&grid=pds_146_198_1
Antique Burgundy,,98.00,499300,1,98.00,Tenacity 7/8 Tight in Powerlift,"Polyester/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: Training on the mat or in the ring.FEEL: PowerLift fabric feels smooth and cool in your hand, sleek and compressive on your body.FAVE: Stretchy, secure waistband provides unparalleled supportBonded stash pockets store your essentialsTargeted mesh ventilation provides cooling airflow #499300",https://athleta.gap.com/webcontent/0017/411/084/cn17411084.jpg,women,,athleta,"1X,2X,3X",,3.0,https://athleta.gap.com/browse/product.do?pid=499300002&cid=1023333&pcid=1006482&vid=8&grid=pds_41_198_1
Black,,49.00,486858,6,49.00,Speedlight City Bloom Tank,"Nylon ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high-impact workoutsFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Hem-grippers give you a stay-put fit #486858",https://athleta.gap.com/webcontent/0017/424/275/cn17424275.jpg,women,,athleta,"XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486858002&cid=1023334&pcid=1006482&vid=1&grid=pds_90_198_1
Maple Red Heather,,89.00,417739,89,89.00,Mindset Sweatshirt Dress,"TENCEL Modal™/Spandex ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,SUSTAINABLE: TENCEL Modal™ is a fiber that is produced from European beechwood trees harvested from sustainable forests where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Nirvana is the softest fabric imaginableFAVE: Tulip-edged hemline flatters your form #417739",https://athleta.gap.com/webcontent/0017/300/060/cn17300060.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=417739022&cid=1023336&pcid=1006482&vid=1&grid=pds_169_198_1
Abalone Grey,,148.00,500916,10,148.00,Ritual Jacket,"Polyester ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Unbelievably cozy faux-fur keeps you warm in the coldFAVE: Sleek grosgrain detailing offers a streamlined, flattering fitZip pockets secure your essentialsAdjustable drawcord on hood for a custom fit #500916",https://athleta.gap.com/webcontent/0017/806/747/cn17806747.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=500916012&cid=1124332&pcid=1006482&vid=1&grid=pds_6_198_1
Arbor Olive Leopard Print,,54.00,511389,31,54.00,D-DD Actualize Longline Bra,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Longline design provides more coverage and a fit that stays putNew lightweight removable pads provide a more natural shape #511389",https://athleta.gap.com/webcontent/0017/808/797/cn17808797.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=511389022&cid=1051661&pcid=1006482&vid=1&grid=pds_153_198_1
White,,138.00,499333,8,138.00,Flurry Force Insulated PrimaLoft® Jacket,"Nylon/Lycra ,WATER-REPELLENT. Sleek fabric wards off unexpected light rain ,SUSTAINABLE. PRIMALOFT® ECO offers a synthetic alternative to down insulation ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climates.FEEL: Chafe-free seamless fabric stretches with every move.FAVE: Sleek, woven paneling with Primaloft® Eco insulation to provide weightless warmth.Zip pockets secure your essentials. #499333",https://athleta.gap.com/webcontent/0017/888/440/cn17888440.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=499333012&cid=1063661&pcid=1006482&vid=1&grid=pds_138_198_1
Black,,44.00,502389,10,44.00,Shanti Crop Core Tank,"Polyester/Spandex ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: High neckline provides more coverage #502389",https://athleta.gap.com/webcontent/0017/713/409/cn17713409.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=502389002&cid=1023334&pcid=1006482&vid=1&grid=pds_87_198_1
Tiny Leopard,,118.00,511504,25,118.00,Triumph Printed Hoodie,"Recycled Polyester/Organic Cotton/Spandex ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world. Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Smooth and live-in comfortableFAVE: Easy-access pockets stash your essentials, with inner secure zip pocket on right sideThumbholes keep your sleeves in placeRibbed cuff and collar for a comfy fit #511504",https://athleta.gap.com/webcontent/0017/827/090/cn17827090.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=511504002&cid=1063661&pcid=1006482&vid=1&grid=pds_137_198_1
Navy,,74.00,486286,14,74.00,Foresthill Merino Wool Ascent Top,"Wool/Nylon ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Targeted ventilation keeps the air moving ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offHEEL: Chafe-free seamless merino wool blend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side for a feminine detail #486286",https://athleta.gap.com/webcontent/0017/713/606/cn17713606.jpg,women,,athleta,"XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=486286032&cid=1023334&pcid=1006482&vid=1&grid=pds_73_198_1
Flagstone Grey,,89.00,510486,62,89.00,Glades Ultra High Rise Elation Tight,"Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Soft, cozy recycled fabric with just-right stretcFAVE: Fewer seams reduce distractions and create a cleaner, sleeker lineUnpinchable three-layer waistband with mesh inner lining streamlines and supports #510486",https://athleta.gap.com/webcontent/0017/698/832/cn17698832.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=510486012&cid=1140924&pcid=1006482&vid=1&grid=pds_28_198_1
Hibiscus Red,,28.99 - 44.00,150988,2311,28.99 - 44.00,Speedlight Tank,"Nylon/Spandex ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster  ,RATED UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Internal hem-grippers provide an amazing stay-put fit during your workoutsRacerback design gives you full range of motion #150988",https://athleta.gap.com/webcontent/0017/698/807/cn17698807.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=150988622&cid=1023334&pcid=1006482&vid=1&grid=pds_89_198_1
Black,,79.00,485955,6,79.00,24/7 Hoodie Sweatshirt,"Organic Cotton/Polyester ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from workouts, commuting, work and travelFEEL: Naturally Breathable and incredibly soft and warm brushed classic fleece fabricFAVE: Adjustable drawstring hood for a custom fitKangaroo pocket stores your essentials #485955",https://athleta.gap.com/webcontent/0017/667/316/cn17667316.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=485955002&cid=1023334&pcid=1006482&vid=1&grid=pds_119_198_1
Black,,79.00,870422,2235,79.00,Coaster Luxe Sweatshirt,"Lenzing Modal®/Polyester/Lycra ,PLUSH NIRVANA. Serenely soft Lenzing Modal® blend has a brushed inner construction for warmth & coziness ,SUSTAINABLE: TENCEL Modal™ is a fiber that is produced from European beechwood trees harvested from sustainable forests where 99% of the raw material comes from certified or controlled sources. ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,IT FEELS: Lightweight, unbelievably soft, stretchy comfortable ,Machine wash and dry. ,Imported. ,Product Details : FOR: Commuting, work and travelFEEL: Plush Nirvana has a cozy brushed interiorFAVE: Longer hem length provides more coverageSide-slits for added mobility #870422",https://athleta.gap.com/webcontent/0015/047/307/cn15047307.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=870422042&cid=1144189&pcid=1006482&vid=1&grid=pds_23_198_1
Antique Burgundy,,128.00,486465,19,128.00,Triumph Hoodie Sweatshirt Dress,"Recycled Polyester/Organic Cotton/Spandex ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Lightweight organic cotton is stretchy and breathableFAVE: Easy-access pockets stash your essentials, with inner secure zip pocket on right sideAdjustable drawcord hood for a custom fitThumbholes keep your sleeves in placeRibbed cuff and collar for a comfy fit #486465",https://athleta.gap.com/webcontent/0017/518/317/cn17518317.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=486465012&cid=1023336&pcid=1006482&vid=1&grid=pds_171_198_1
Antique Burgundy,,59.00,486285,23,59.00,Foresthill Merino Wool Ascent Tank,"Wool/Nylon ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Chafe-free seamless merino wool blend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side for a feminine detail #486285",https://athleta.gap.com/webcontent/0017/713/262/cn17713262.jpg,women,,athleta,"XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=486285032&cid=1023334&pcid=1006482&vid=1&grid=pds_92_198_1
Black,,89.00,487742,6,89.00,Crest Colorblock Tight,"Nylon/Spandex ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Sculptek™ Light fabric feels smooth in your hand, supportive and stretchy on the body.FAVE: Easy-access pockets stash your essentialsFully adjustable NeverEnd drawstring won't get lost in the wash #487742",https://athleta.gap.com/webcontent/0017/661/104/cn17661104.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=487742002&cid=1023333&pcid=1006482&vid=1&grid=pds_34_198_1
Black,,69.00,444816,5,69.00,Bounce Back Crop Sweatshirt,"Recycled Polyester/TENCEL™ Modal/Polyester ,EASY CARE. Just throw in the wash and dry without a second thought ,WICKING. Pulls sweat away from the body so it can evaporate faster ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Brushed back Tek Terry is soft and smooth to touchFAVE: Boxy fit and wicking fabric layers over sweaty workout gear like a dream #444816",https://athleta.gap.com/webcontent/0017/571/165/cn17571165.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=444816022&cid=1124332&pcid=1006482&vid=1&grid=pds_2_198_1
Black,,108.00,486257,1,108.00,Tenacity Hoodie,"Organic Cotton/Polyester ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from the ring and studio workoutsFEEL: Soft, comfortable fabricFAVE: Easy-access pockets with hidden phone pocket inside #486257",https://athleta.gap.com/webcontent/0017/651/930/cn17651930.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486257002&cid=1063661&pcid=1006482&vid=1&grid=pds_145_198_1
Black,,79.00,515556,2,79.00,Nirvana Side Tie Sweatshirt,"TENCEL™ Modal/Cotton/Spandex ,SUSTAINABLE: TENCEL™ Modal fiber is made from sustainably sourced wood pulp where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,PACKABLE. Packs down small and comes out smooth as can be ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Nirvana is the softest fabric imaginableFAVE: Side tie details let you customize your fit #515556",https://athleta.gap.com/webcontent/0017/713/763/cn17713763.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.0,https://athleta.gap.com/browse/product.do?pid=515556032&cid=1023334&pcid=1006482&vid=1&grid=pds_112_198_1
Antique Burgundy/ Torch Red,,59.00,374207) if needed ,6,59.00,Tenacity Mesh Plunge Bra,"Polyester/Lycra ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: PowerLift fabric feels smooth and cool in your hand, sleek and compressive on your body.FAVE: Targeted mesh ventilation provides cooling airflowEasy pocket for use of our Empower Pad Mastectomy Bra Insert (#374207) if needed #486373",https://athleta.gap.com/webcontent/0017/778/673/cn17778673.jpg,women,,athleta,"XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=486373012&cid=1051661&pcid=1006482&vid=1&grid=pds_149_198_1
Arbor Olive,,98.00,490560,93,98.00,Inclination Moto Tight in Powervita™,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #490560",https://athleta.gap.com/webcontent/0017/652/890/cn17652890.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=490560012&cid=1144189&pcid=1006482&vid=1&grid=pds_17_198_1
Black,,108.00,486183,16,108.00,Headlands Hybrid Trek Jogger,"Recycled Nylon/Spandex ,ABRASION-RESISTANT. Resists nicks and tears ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Smooth Trek Tech™ with stretchy Sculptek Light™ on backFAVE: Zip pockets secure your essentialsAdjustable drawstring for a custom fit #486183",https://athleta.gap.com/webcontent/0017/688/879/cn17688879.jpg,women,,athleta,"0,2,4,6,8,10,12,14,16",,4.8,https://athleta.gap.com/browse/product.do?pid=486183002&cid=1023333&pcid=1006482&vid=1&grid=pds_33_198_1
Black,,69.00,486853,4,69.00,Speedlight City Bloom Top,"Nylon ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high-impact workoutsFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Hem-grippers give you a stay-put fit #486853",https://athleta.gap.com/webcontent/0017/520/697/cn17520697.jpg,women,,athleta,"XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486853002&cid=1023334&pcid=1006482&vid=1&grid=pds_68_198_1
Grey Heather/ Tanzanite Blue,,128.00,485908,4,128.00,Canyon Colorblock Sweater,"Polyester/Merino Wool ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: A blend of THERMOLITE® polyester and merino wool helps to keep you warmFAVE: Colorblock details add  a flattering pop #485908",https://athleta.gap.com/webcontent/0017/816/708/cn17816708.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=485908002&cid=1023334&pcid=1006482&vid=1&grid=pds_97_198_1
Maple Red,,228.00,486243,2,228.00,Lofty Down Coat,"Recycled Nylon ,SUSTAINABLE: Made with Recycled Nylon, a high-performance material that helps lessen our impact on the world ,ABRASION-RESISTANT. Resists nicks and tears ,WATER-REPELLENT: Sleek fabric wards off unexpected light rain. ,800-Fill FeatherDry Down Insulation ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Recycled nylon shell is sleek and smoothFAVE: Removable fooler that zips on and off for added warmth and wind protection. #486243",https://athleta.gap.com/webcontent/0017/828/365/cn17828365.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,2.5,https://athleta.gap.com/browse/product.do?pid=486243012&cid=1063661&pcid=1006482&vid=1&grid=pds_129_198_1
Charcoal Heather Nep,,89.00,486073,141,89.00,Purana Wrap Sweatshirt,"TENCEL Modal™/Polyester/Lycra ,SUSTAINABLE: TENCEL Modal™ is a fiber that is produced from European beechwood trees harvested from sustainable forests where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Nirvana is the softest fabric imaginableFAVE: Front wrap detail for a cozy fitHidden side pockets store your essentialsRelaxed edge for a drapey, cozy fit #486073",https://athleta.gap.com/webcontent/0017/806/598/cn17806598.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.4,https://athleta.gap.com/browse/product.do?pid=486073032&cid=1023334&pcid=1006482&vid=1&grid=pds_128_198_1
Black/ White,,98.00,510492,2,98.00,Transit Crew Sweater,"Fine Merino Wood/Nylon/Elastane ,Hand wash or dry clean. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Luxuriously soft and cozyFAVE: The relaxed fit gives you freedom to move #510492",https://athleta.gap.com/webcontent/0017/824/434/cn17824434.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=510492002&cid=1023334&pcid=1006482&vid=1&grid=pds_106_198_1
Black,,98.00,487627,59,98.00,Aura Split Pant in Powervita™,"Nylon/Elastane ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Supportive waistband with shine trim that's brushed inside and feels soft on the skinBreathable CoolMax® crotch gusset #487627",https://athleta.gap.com/webcontent/0017/645/257/cn17645257.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=487627002&cid=1023333&pcid=1006482&vid=1&grid=pds_39_198_1
Spring Night,,89.00,501019,45,89.00,Leopard Elation Ultra High Rise Tight in Powervita,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supportsBack drop-in pocket holds your essentials #501019",https://athleta.gap.com/webcontent/0017/713/279/cn17713279.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=501019012&cid=1023333&pcid=1006482&vid=1&grid=pds_37_198_1
Arbor Olive,,89.00,501019,45,89.00,Leopard Elation Ultra High Rise Tight in Powervita,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supportsBack drop-in pocket holds your essentials #501019",https://athleta.gap.com/webcontent/0017/778/778/cn17778778.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=501019002&cid=1023333&pcid=1006482&vid=1&grid=pds_36_198_1
Grey Heather,,59.00,501017,9,59.00,Twist Crop Top,"Polyester/Lyocell/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,UNSTINKABLE. Odor-controlling yarns ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Soft and lightweight overlayer with an inner bra made in Powervita™ for gentle supportFAVE: Knot front detail adds a unique twistNew lightweight removable pads provide a more natural shape #501017",https://athleta.gap.com/webcontent/0017/865/257/cn17865257.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=501017002&cid=1051661&pcid=1006482&vid=1&grid=pds_163_198_1
Mountain Olive,,108.00,486183,16,108.00,Headlands Hybrid Trek Jogger,"Recycled Nylon/Spandex ,ABRASION-RESISTANT. Resists nicks and tears ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Smooth Trek Tech™ with stretchy Sculptek Light™ on backFAVE: Zip pockets secure your essentialsAdjustable drawstring for a custom fit #486183",https://athleta.gap.com/webcontent/0017/800/252/cn17800252.jpg,women,,athleta,"0,2,4,6,8,10,12,14,16",,4.8,https://athleta.gap.com/browse/product.do?pid=486183012&cid=1023333&pcid=1006482&vid=1&grid=pds_32_198_1
Silver Bells,,89.00,348748,355,89.00,Flurry Base Layer Turtleneck,"Polyester/Nylon/Spandex ,UNSTINKABLE. Wear it more. Wash it less. ,Natural silver salts give the fabric antimicrobial protection that lasts wash after wash ,SEAMLESS. Beyond-soft, chafe-free fabric stretches with your every move ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,IT FEELS: Lightweight, unspeakably comfortable ,UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Skiing, snowboarding, winter training and adventureFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Comfortable thumbholes help keep your sleeves in placeRib plaiting for textureTurtleneck provides extra coverage from the cold #348748",https://athleta.gap.com/webcontent/0017/661/498/cn17661498.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=348748042&cid=1023334&pcid=1006482&vid=1&grid=pds_65_198_1
Black,,59.00,501017,9,59.00,Twist Crop Top,"Polyester/Lyocell/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,UNSTINKABLE. Odor-controlling yarns ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Soft and lightweight overlayer with an inner bra made in Powervita™ for gentle supportFAVE: Knot front detail adds a unique twistNew lightweight removable pads provide a more natural shape #501017",https://athleta.gap.com/webcontent/0017/661/047/cn17661047.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=501017012&cid=1051661&pcid=1006482&vid=1&grid=pds_162_198_1
Black,,98.00,486200,13,98.00,Altitude Tight in Polartec® Power Stretch®,"Nylon/Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: POLARTEC® POWER STRETCH® fabric lends thermal insulation for your coldest trainingFAVE: Comfortable wide waistband with adjustable internal drawcordBack zip pocket secures your essentials #486200",https://athleta.gap.com/webcontent/0017/698/802/cn17698802.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,3.1,https://athleta.gap.com/browse/product.do?pid=486200002&cid=1023333&pcid=1006482&vid=1&grid=pds_47_198_1
